# Dependencies for design1099
# Analyse and report dependencies of modules.

# Summary Information
# Timestamp	Sat Jan 15 09:09:04 NZDT 2022
# Tool	mete-analysis(dependencies):20170202T1945
# System	design1099
# Codebase	./../grad009-01/design1099/design1099

# Attribute Descriptions
# 1	Source	The name of the module the dependency is from.
# 2	Package	The package the source module belongs to. Provided for convenience as it is part of the source name
# 3	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 4	Modifiers	The modifiers for the source module (comma separated).
# 5	Target	The name of the module the dependency is to.
# 6	Package	The package the target module belongs to. Provided for convenience as it is part of the target name
# 7	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 8	Category	Dependencies are classified according to what kind of dependency they represent.
# 9	Area	Classification of the area of the source module the dependency originates from.
# 10	Details	More details of the origin of the dependency. Typically formatted text.
# 11	Locations	Even more details of the origin of the dependency. Typically formatted text.
# 12	Target	Information about the target of the dependency within the target module, if such makes sense.
# 13	Visibility	The degree to which the dependency is visible outside the source module
# 14	Inheritance	In what way is the dependency due to inheritance (if it is)

# Data
# Source	Package	Kind	Modifiers	Target	Package	Kind	Category	Area	Details	Locations	Target	Visibility	Inheritance
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#private void PrintEnclosure(int) {}	2	kalah.backend.GameManager#public int[] getInit() {}	Private	Polymorphic
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#private void PrintEnclosure(int) {}	4,6,10,12,14	com.qualitascorpus.testsupport.IO#void print(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#private void PrintEnclosure(int) {}	8,16	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#private void PrintEnclosure(int) {}	1	kalah.frontend.DisplayManager#private final kalah.backend.Game board	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#private void PrintEnclosure(int) {}	3,5,7,9,11,13,15	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	int*		Primitive	Parameter	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	0	To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	void*		Primitive	Return	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}		To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	int*		Primitive	Local	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	0,1,2	To whole module	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	2	kalah.backend.Game#public abstract int[] getInit() <>	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	2	kalah.backend.GameManager#public int[] getInit() {}	Private	Polymorphic
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	4,10,14,16,24,28,30,38,44,48,50,58,62,64	com.qualitascorpus.testsupport.IO#void print(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeSpecial	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	6,18,32,40,52,66	java.lang.StringBuilder#<init>() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	7,22,36,41,56,70	java.lang.StringBuilder#java.lang.StringBuilder append(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	8,21,35,42,55,69	java.lang.StringBuilder#java.lang.StringBuilder append(int) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	9,23,37,43,57,71	java.lang.StringBuilder#java.lang.String toString() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	12,20,46,54	kalah.backend.Game#public abstract int getSeedsInHousesAmount(int) <>	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	12,20,46,54	kalah.backend.GameManager#public int getSeedsInHousesAmount(int) {}	Private	Polymorphic
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	26,34,60,68	kalah.backend.Game#public abstract int getSeedsInStoresAmount(int) <>	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	26,34,60,68	kalah.backend.GameManager#public int getSeedsInStoresAmount(int) {}	Private	Polymorphic
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	72,74	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	1,67,11,19,25,33,45,53,59	kalah.frontend.DisplayManager#private final kalah.backend.Game board	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintPlayerHouses(int) {}	61,63,3,65,5,73,13,15,17,27,29,31,39,47,49,51	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	int*		Primitive	Parameter	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	0	To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	int*		Primitive	Return	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}		To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	int*		Primitive	Local	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	0	To whole module	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	2	kalah.backend.Game#public abstract int[] getInit() <>	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	2	kalah.backend.GameManager#public int[] getInit() {}	Private	Polymorphic
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeSpecial	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	4	java.lang.StringBuilder#<init>() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	5	java.lang.StringBuilder#java.lang.StringBuilder append(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	6	java.lang.StringBuilder#java.lang.StringBuilder append(int) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	8	java.lang.StringBuilder#java.lang.String toString() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	9	com.qualitascorpus.testsupport.IO#int readInteger(java.lang.String,int,int,int,java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	1	kalah.frontend.DisplayManager#private final kalah.backend.Game board	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public int PrintMove(int) {}	3	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	void*		Primitive	Return	Method	kalah.frontend.DisplayManager#public void PrintTryAgain() {}		To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintTryAgain() {}	2	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintTryAgain() {}	1	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	void*		Primitive	Return	Method	kalah.frontend.DisplayManager#public void PrintQuit() {}		To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintQuit() {}	2	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintQuit() {}	1	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	void*		Primitive	Return	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}		To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	2,7	kalah.backend.Game#public abstract int getWinner() <>	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	2,7	kalah.backend.GameManager#public int getWinner() {}	Private	Polymorphic
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeSpecial	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	4	java.lang.StringBuilder#<init>() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	5	java.lang.StringBuilder#java.lang.StringBuilder append(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	8	java.lang.StringBuilder#java.lang.StringBuilder append(int) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	10	java.lang.StringBuilder#java.lang.String toString() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	11,13	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	1,6	kalah.frontend.DisplayManager#private final kalah.backend.Game board	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintWinner() {}	3,12	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	void*		Primitive	Return	Method	kalah.frontend.DisplayManager#public void PrintScore() {}		To whole module	Public	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeSpecial	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	2,10	java.lang.StringBuilder#<init>() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	3,11	java.lang.StringBuilder#java.lang.StringBuilder append(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	5,13	kalah.backend.Game#public abstract int getSeedsInStoresAmount(int) <>	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	5,13	kalah.backend.GameManager#public int getSeedsInStoresAmount(int) {}	Private	Polymorphic
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	6,14	java.lang.StringBuilder#java.lang.StringBuilder append(int) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	java.lang.StringBuilder*	java.lang	Class	InvokeInstance	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	7,15	java.lang.StringBuilder#java.lang.String toString() <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	8,16	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	4,12	kalah.frontend.DisplayManager#private final kalah.backend.Game board	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	Get	Method	kalah.frontend.DisplayManager#public void PrintScore() {}	1,9	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Field	Field	kalah.frontend.DisplayManager#private final com.qualitascorpus.testsupport.IO io		To whole module	Private	None
kalah.frontend.DisplayManager	kalah.frontend	Class	public	kalah.backend.Game	kalah.backend	Interface	Field	Field	kalah.frontend.DisplayManager#private final kalah.backend.Game board		To whole module	Private	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Return	Method	kalah.backend.Game#public abstract int getPlayerTurn() <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.backend.Game#public abstract int getPlayerValidMove(int) <>	0	To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Return	Method	kalah.backend.Game#public abstract int getPlayerValidMove(int) <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Return	Method	kalah.backend.Game#public abstract int[] getInit() <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	void*		Primitive	Return	Method	kalah.backend.Game#public abstract void CleanBoard() <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.backend.Game#public abstract boolean move(int,int) <>	0,1	To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	boolean*		Primitive	Return	Method	kalah.backend.Game#public abstract boolean move(int,int) <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	boolean*		Primitive	Return	Method	kalah.backend.Game#public abstract boolean getLastSeedStatus() <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	void*		Primitive	Return	Method	kalah.backend.Game#public abstract void playerTurn() <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.backend.Game#public abstract int getSeedsInHousesAmount(int) <>	0	To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Return	Method	kalah.backend.Game#public abstract int getSeedsInHousesAmount(int) <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Parameter	Method	kalah.backend.Game#public abstract int getSeedsInStoresAmount(int) <>	0	To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Return	Method	kalah.backend.Game#public abstract int getSeedsInStoresAmount(int) <>		To whole module	Public	None
kalah.backend.Game	kalah.backend	Interface	public,abstract	int*		Primitive	Return	Method	kalah.backend.Game#public abstract int getWinner() <>		To whole module	Public	None
kalah.Kalah	kalah	Class	public	java.lang.Object*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.Kalah	kalah	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Kalah#public <init>() {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeSpecial	Method	kalah.Kalah#public <init>() {}	2	kalah.backend.GameManager#public <init>() {}	Private	None
kalah.Kalah	kalah	Class	public	kalah.Kalah	kalah	Class	Put	Method	kalah.Kalah#public <init>() {}	3	kalah.Kalah#private final kalah.backend.Game board	Private	None
kalah.Kalah	kalah	Class	public	java.lang.String*	java.lang	Class	Parameter	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	0	To whole module	Public	None
kalah.Kalah	kalah	Class	public	void*		Primitive	Return	Method	kalah.Kalah#public static void main(java.lang.String[]) {}		To whole module	Public	None
kalah.Kalah	kalah	Class	public	kalah.Kalah	kalah	Class	InvokeSpecial	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	1	kalah.Kalah#public <init>() {}	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.MockIO*?	com.qualitascorpus.testsupport	Unknown	InvokeSpecial	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	2	com.qualitascorpus.testsupport.MockIO#<init>() <>*	Private	None
kalah.Kalah	kalah	Class	public	kalah.Kalah	kalah	Class	InvokeInstance	Method	kalah.Kalah#public static void main(java.lang.String[]) {}	3	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	Private	None
kalah.Kalah	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Parameter	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Public	None
kalah.Kalah	kalah	Class	public	void*		Primitive	Return	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}		To whole module	Public	None
kalah.Kalah	kalah	Class	public	int*		Primitive	Local	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.Display	kalah.frontend	Interface	Local	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	1	To whole module	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	InvokeSpecial	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	2	kalah.frontend.DisplayManager#public <init>(com.qualitascorpus.testsupport.IO,kalah.backend.Game) {}	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.Display	kalah.frontend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	3,11,20	kalah.frontend.Display#public abstract void PrintBoardState() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	3,11,20	kalah.frontend.DisplayManager#public void PrintBoardState() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	6,17,23	kalah.backend.Game#public abstract int getPlayerTurn() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	6,17,23	kalah.backend.GameManager#public int getPlayerTurn() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	7	kalah.backend.Game#public abstract int getPlayerValidMove(int) <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	7	kalah.backend.GameManager#public int getPlayerValidMove(int) {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	9	kalah.backend.Game#public abstract int[] getInit() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	9	kalah.backend.GameManager#public int[] getInit() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.frontend.Display	kalah.frontend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	10,19	kalah.frontend.Display#public abstract void PrintQuit() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	10,19	kalah.frontend.DisplayManager#public void PrintQuit() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	13	kalah.backend.Game#public abstract void CleanBoard() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	13	kalah.backend.GameManager#public void CleanBoard() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.frontend.Display	kalah.frontend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	14	kalah.frontend.Display#public abstract void PrintScore() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	14	kalah.frontend.DisplayManager#public void PrintScore() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.frontend.Display	kalah.frontend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	15	kalah.frontend.Display#public abstract void PrintWinner() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	15	kalah.frontend.DisplayManager#public void PrintWinner() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.frontend.Display	kalah.frontend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	18	kalah.frontend.Display#public abstract int PrintMove(int) <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.frontend.DisplayManager	kalah.frontend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	18	kalah.frontend.DisplayManager#public int PrintMove(int) {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	24	kalah.backend.Game#public abstract boolean move(int,int) <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	24	kalah.backend.GameManager#public boolean move(int,int) {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	26	kalah.backend.Game#public abstract boolean getLastSeedStatus() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	26	kalah.backend.GameManager#public boolean getLastSeedStatus() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.backend.Game	kalah.backend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	28	kalah.backend.Game#public abstract void playerTurn() <>	Private	None
kalah.Kalah	kalah	Class	public	kalah.backend.GameManager	kalah.backend	Class	InvokeInstance	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	28	kalah.backend.GameManager#public void playerTurn() {}	Private	Polymorphic
kalah.Kalah	kalah	Class	public	kalah.frontend.Display	kalah.frontend	Interface	InvokeInterface	Method	kalah.Kalah#public void play(com.qualitascorpus.testsupport.IO) {}	29	kalah.frontend.Display#public abstract void PrintTryAgain() <>	Private	None
